Atalante	V	ATALENTER
,	Fw	,
qui	Pr	QUI
d'abord	Nc	d'abord
est	Vuc	ÊTRE
prise	Ge	PRENDRE|PRISER
par	S	PAR
Polydas	Nc	Polydas
,	Fw	,
lequel	Pr	LEQUEL
se	Pp	IL
voyant	Ga	VOIR
duppé	Ge	DUPER
si	Rg	SI
souvent	Rg	SOUVENT
,	Fw	,
proteste	Vvc	PROTESTER
d'	S	DE
avoir	Vun	AVOIR
à	S	À
l'	Da	LE
avenir	Nc	AVENIR
moins	Rg	MOINS
d'	S	DE
amour	Nc	AMOUR
.	Fs	.
Lors	Rg	LORS
qu'	Cs	QUE
il	Pp	IL
est	Vuc	ÊTRE
encore	Rg	ENCORE
à	S	À
faire	Vvn	FAIRE
ses	Ds	SON
plaintes	Nc	PLAINTE
,	Fw	,
Flaminie	Vvc	Flaminie
est	Vuc	ÊTRE
surprise	Ge	SURPRENDRE
par	S	PAR
Mainalte	Nc	Mainalte
,	Fw	,
qui	Pr	QUI
l'	Pp	IL
emmène	Vvc	EMMENER
dans	S	DANS
la	Da	LE
chambre	Nc	CHAMBRE
sans	S	SANS
la	Pp	IL
voir	Vvn	VOIR
,	Fw	,
et	Cc	ET
Atalante	Ga	Atalante
arrive	Vvc	ARRIVER
au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
l'	Da	LE
assignation	Nc	ASSIGNATION
;	Fw	;
mais	Cc	MAIS
Polydas	Vvc	Polydas
prenant	Ga	PRENDRE
Atalante	Ga	Atalante
pour	S	POUR
Flaminie	Nc	Flaminie
,	Fw	,
la	Pp	IL
rebute	Vvc	REBUTER
par	S	PAR
des	Dn	UN
termes	Nc	TERME
assez	Rg	ASSEZ
injurieux	Ag	INJURIEUX
:	Fw	:
ce	Pd	CE
qui	Pr	QUI
oblige	Vvc	OBLIGER
Atalante	Ga	Atalante
de	S	DE
sortir	Vvn	SORTIR
:	Fw	:
Polydas	Nc	Polydas
ayant	Ga	AVOIR
reconnu	Ge	RECONNAÎTRE
se	Pp	IL
faute	Vvc	FAUTER
,	Fw	,
s'	Pp	SE
en	Pp	EN
va	Vvc	ALLER
au	S+Da	À+LE
logis	Nc	LOGIS
,	Fw	,
où	Pr	OÙ
il	Pp	IL
treuve	Vvc	TROUVER
sa	Ds	SON
sœur	Nc	sœur
avec	S	AVEC
un	Dn	UN
homme	Nc	HOMME
inconnu	Ag	INCONNU
,	Fw	,
et	Cc	ET
Sicandre	Nc	Sicandre
avec	S	AVEC
Tharzinte	Nc	Tharzinte
.	Fs	.
Flaminie	Vvc	Flaminie
se	Pp	IL
voyant	Ga	VOIR
abusée	Ge	ABUSER
,	Fw	,
et	Cc	ET
croyant	Ga	CROIRE
posséder	Vvn	POSSÉDER
Sicandre	Nc	Sicandre
,	Fw	,
apprend	Vvc	APPRENDRE
la	Da	LE
cause	Nc	CAUSE
de	S	DE
ce	Dd	CE
changement	Nc	CHANGEMENT
,	Fw	,
et	Cc	ET
trouvant	Ga	TROUVER
Tharzinte	Vvc	Tharzinte
aussi	Rg	AUSSI
bien	Rg	BIEN
fait	Ge	FAIRE
du	S+Da	DE+LE
moins	Nc	MOINS
que	Pr	QUE
Sicandre	Vvc	Sicandre
,	Fw	,
après	S	APRÈS
avoir	Vun	AVOIR
renvoié	Ge	RENVOYER
Polydas	Vvc	Polydas
au	S+Da	À+LE
jardin	Nc	JARDIN
,	Fw	,
où	Pr	OÙ
elle	Pp	IL
disait	Vvc	DIRE
qu'	Cs	QUE
Atalante	Ga	Atalante
l'	Pp	IL
attendait	Vvc	ATTENDRE
encore	Rg	ENCORE
pour	S	POUR
jouer	Vvn	JOUER
la	Da	LE
pièce	Nc	PIÈCE
entière	Ag	ENTIER
,	Fw	,
donne	Vvc	DONNER
jour	Nc	JOUR
aux	S+Da	À+LES
uns	Pi	UN
et	Cc	ET
aux	S+Da	À+LES
autres	Pi	AUTRE
de	S	DE
duper	Vvn	DUPER
son	Ds	SON
frère	Nc	FRÈRE
,	Fw	,
et	Cc	ET
s'	Pp	SE
y	Pp	Y
porte	Vvc	PORTER
dés	S	DÈS
l'	Da	LE
heure	Nc	HEURE|HURE
avec	S	AVEC
une	Dn	UN
industrie	Nc	INDUSTRIE
tout	Rg	TOUT
à	S	À
fait	Nc	FAIT
étrange	Ag	ÉTRANGE
.	Fs	.
Toutes	Di	TOUT
sortes	Nc	SORTE
d'	S	DE
objets	Nc	OBJET
sont	Vuc	ÊTRE
maintenant	Rg	MAINTENANT
funèbres	Ag	FUNÈBRE
,	Fw	,
Et	Vvc	Et
la	Da	LE
terre	Nc	TERRE
et	Cc	ET
le	Da	LE
Ciel	Nc	CIEL
sont	Vuc	ÊTRE
couverts	Ge	COUVRIR
de	S	DE
ténèbres	Nc	TÉNÈBRE
.	Fs	.
Un	Dn	UN
chacun	Pi	CHACUN
dort	Vvc	DORMIR
au	S+Da	À+LE
lit	Nc	LIT
comme	Cs	COMME
dans	S	DANS
un	Dn	UN
tombeau	Nc	TOMBEAU
,	Fw	,
L'	Vvc	L'
amour	Nc	AMOUR
à	S	À
mon	Ds	MON
sujet	Nc	SUJET
a	Vuc	AVOIR
quitté	Ge	QUITTER
son	Ds	SON
flambeau	Nc	FLAMBEAU
,	Fw	,
Les	Vvc	Les
zéphyrs	Nc	ZÉPHYR
les	Da	LE
plus	Rg	PLUS
doux	Ag	DOUX
nous	Pp	NOUS
donnent	Vvc	DONNER
du	S+Da	DE+LE
silence	Nc	SILENCE
,	Fw	,
Et	Vvc	Et
le	Da	LE
bruit	Nc	BRUIT
ne	Rp	NE
nous	Pp	NOUS
fait	Vvc	FAIRE
aucune	Di	AUCUN
violence	Nc	VIOLENCE
;	Fw	;
Quand	Nc	Quand
bien	Rg	BIEN
mon	Ds	MON
Atalante	Nc	Atalante
avancerait	Vvc	AVANCER
ses	Ds	SON
pas	Nc	PAS
,	Fw	,
Éclairé	Nc	Éclairé
de	S	DE
ses	Ds	SON
yeux	Nc	OEIL|YEUX
je	Pp	JE
ne	Rp	NE
la	Pp	IL
verrais	Vvc	VOIR
pas	Rg	PAS
.	Fs	.
Ô	Vvc	Ô
nuit	Nc	NUIT
quoi	Pr	QUE|QUOI
qu'	Rg	QUE
à	S	À
présent	Nc	PRÉSENT
ta	Ds	TON
noirceur	Nc	NOIRCEUR
soit	Vuc	ÊTRE
extrême	Ag	EXTRÊME
,	Fw	,
Je	Vvc	Je
connaîtrais	Vvc	CONNAÎTRE
toujours	Rg	TOUJOURS
la	Da	LE
moitié	Nc	MOITIÉ
de	S	DE
moi-même	Pp	LUI-MÊME
!	Fs	!
Toute	Di	TOUT
l'	Da	LE
obscurité	Nc	OBSCURITÉ
ne	Rp	NE
m'	Pp	JE
en	Pp	EN
peut	Vvc	POUVOIR
empêcher	Vvn	EMPÊCHER
,	Fw	,
Je	Vvc	Je
verrai	Vvc	VOIR
ce	Dd	CE
soleil	Nc	SOLEIL
,	Fw	,
il	Pp	IL
ne	Rp	NE
se	Pp	IL
peut	Vvc	POUVOIR
cacher	Vvn	CACHER
;	Fw	;
Il	Vvc	Il
porte	Vvc	PORTER
assez	Rg	ASSEZ
de	S	DE
jour	Nc	JOUR
dans	S	DANS
les	Da	LE
lieux	Nc	LIEU|LIEUX
les	Da	LE
plus	Rg	PLUS
sombres	Ag	SOMBRE
,	Fw	,
Et	Vvc	Et
si	Rg	SI
tôt	Rg	TÔT
qu'	Cs	QUE
il	Pp	IL
arrive	Vvc	ARRIVER
il	Pp	IL
dissipe	Vvc	DISSIPER
les	Da	LE
ombres	Nc	OMBRE
.	Fs	.
Mais	Cc	MAIS
le	Da	LE
temps	Nc	TEMPS
qui	Pr	QUI
jadis	Rg	JADIS
allait	Vvc	ALLER
si	Rg	SI
promptement	Rg	PROMPTEMENT
S'	Ag	S'
écoule	Vvc	ÉCOULER
à	S	À
mon	Ds	MON
avis	Nc	AVIS
un	Dn	UN
peu	Rg	PEU
trop	Rg	TROP
lentement	Rg	LENTEMENT
.	Fs	.
Dieu	Nc	DIEU
que	Pr	QUE
je	Pp	JE
parais	Vvc	PARAÎTRE|PARER
triste	Ag	TRISTE
en	S	EN
cette	Dd	CE
destinée	Nc	DESTINÉE
!	Fs	!
Il	Pp	IL
semble	Vvc	SEMBLER
qu'	Cs	QUE
un	Dn	UN
moment	Nc	MOMENT
soit	Vuc	ÊTRE
plus	Rg	PLUS
long	Ag	LONG
qu'	Cs	QUE
une	Dn	UN
année	Nc	ANNÉE
.	Fs	.
Où	Vvc	Où
cet	Dd	CE
astre	Nc	ASTRE|ÂTRE
est-il	Ag	est-il
bien	Rg	BIEN
?	Fs	?
Que	Cs	QUE
peut-il	Rg	peut-il
différer	Vvn	DIFFÉRER
?	Fs	?
Pourquoi	Rt	POURQUOI
ne	Rp	NE
vient-il	Vvc	vient-il
pas	Rg	PAS
afin	S	AFIN
de	S	DE
m'	Pp	JE
éclairer	Vvn	ÉCLAIRER
?	Fs	?
Atalante	V	ATALENTER
mon	Ds	MON
cœur	Nc	cœur
,	Fw	,
de	S	DE
qui	Pr	QUI
dépend	Vvc	DÉPENDRE
ma	Ds	MON
vie	Nc	VIE
,	Fw	,
Approche	Vvc	APPROCHER
,	Fw	,
que	Pr	QUE
fais	Vvc	FAIRE
-tu	Vvn	-tu
,	Fw	,
seconde	Vvc	SECONDER
mon	Ds	MON
envie	Nc	ENVIE
,	Fw	,
Conserve	Vvc	CONSERVER
-toi	Vvc	-toi
ce	Dd	CE
bien	Nc	BIEN
que	Cs	QUE
ta	Ds	TON
beauté	Nc	BEAUTÉ
me	Pp	JE
prit	Vvc	PRENDRE
,	Fw	,
Sois	Vvc	SAVOIR
présente	Ag	PRÉSENT
à	S	À
mes	Ds	MON
yeux	Nc	OEIL|YEUX
ainsi	Rg	AINSI
qu'	Cs	QUE
à	S	À
mon	Ds	MON
esprit	Nc	ESPRIT
,	Fw	,
Entre	Vvc	ENTRER
dans	S	DANS
ce	Dd	CE
jardin	Nc	JARDIN
,	Fw	,
n'	Rp	NE
appréhende	Vvc	APPRÉHENDER
aucun	Pi	AUCUN
blâme	Vvc	BLÂMER
,	Fw	,
Fais-t	Nc	Fais-t
-y	Vvc	-y
voir	Vvn	VOIR
souveraine	Ag	SOUVERAIN
aussi	Rg	AUSSI
bien	Rg	BIEN
qu'	Cs	QUE
en	S	EN
mon	Ds	MON
âme	Nc	ÂME
,	Fw	,
Et	Vvc	Et
proche	Ag	PROCHE
de	S	DE
cette	Dd	CE
eau	Nc	EAU
par	S	PAR
tes	Ds	TON
soupirs	Nc	SOUPIR
ardents	Ag	ARDENT
Console	Vvc	CONSOLER
-moi	Vvc	-moi
d'	S	DE
un	Dn	UN
feu	Nc	FEU
qui	Pr	QUI
me	Pp	JE
brûle	Vvc	BRÛLER
au-dedans	Rg	AU-DEDANS
Surtout	Ag	Surtout
si	Cs	SI
ton	Ds	TON
dessein	Nc	DESSEIN
est	Vuc	ÊTRE
de	S	DE
finir	Vvn	FINIR
ma	Ds	MON
peine	Nc	PEINE
,	Fw	,
Ne	Vvc	Ne
te	Pp	TU
regarde	Vvc	REGARDER
point	Rg	POINT
dedans	Rg	DEDANS
cette	Dd	CE
fontaine	Nc	FONTAINE
;	Fw	;
Si	Vvc	Si
Narcisse	Vvc	Narcisse
en	Pp	EN
est	Vuc	ÊTRE
mort	Ge	MOURIR
,	Fw	,
juge	Nc	JUGE
que	Cs	QUE
ta	Ds	TON
beauté	Nc	BEAUTÉ
Te	Ag	Te
réduirait	Vvc	RÉDUIRE
bientôt	Rg	BIENTÔT
à	S	À
cette	Dd	CE
extrémité	Nc	EXTRÉMITÉ
.	Fs	.
Si	Cs	SI
tu	Pp	TU
veux	Vvc	VOULOIR
un	Dn	UN
miroir	Nc	MIROIR
qui	Pr	QUI
te	Pp	TU
montre	Vvc	MONTRER
sans	S	SANS
feinte	Nc	FEINTE
,	Fw	,
Considère	Vvc	Considère
mes	Ds	MON
yeux	Nc	OEIL|YEUX
,	Fw	,
tu	Pp	TU
t'	Pp	TU
y	Pp	Y
verras	Vvc	VOIR
dépeinte	Ge	DÉPEINDRE
:	Fw	:
Ou	Cc	OU
si	Cs	SI
tu	Pp	TU
te	Pp	TU
veux	Vvc	VOULOIR
voir	Vvn	VOIR
comme	S	COMME
un	Dn	UN
objet	Nc	OBJET
vainqueur	Nc	VAINQUEUR
,	Fw	,
Regarde	Vvc	REGARDER
ta	Ds	TON
conquête	Nc	CONQUÊTE
,	Fw	,
en	S	EN
regardant	Ga	REGARDER
mon	Ds	MON
cœur	Nc	cœur
:	Fw	:
Tu	Pp	TU
pourras	Vvc	POUVOIR
y	Pp	Y
trouver	Vvn	TROUVER
ton	Ds	TON
image	Nc	IMAGE
gravée	Ge	GRAVER
,	Fw	,
Qui	Vvc	Qui
malgré	S	MALGRÉ
tout	Di	TOUT
mon	Ds	MON
feu	Nc	FEU
s'	Pp	SE
est	Vuc	ÊTRE
toujours	Rg	TOUJOURS
conservée	Ge	CONSERVER
,	Fw	,
Et	Vvc	Et
remarquant	Ga	REMARQUER
de	S	DE
près	Rg	PRÈS
cet	Dd	CE
aimable	Ag	AIMABLE
tableau	Nc	TABLEAU
,	Fw	,
Tu	Vvc	Tu
te	Pp	TU
pourras	Vvc	POUVOIR
vanter	Vvn	VANTER
comme	Cs	COMME
il	Pp	IL
y	Pp	Y
paraît	Vvc	PARAÎTRE
beau	Ag	BEAU
.	Fs	.
Alors	Rg	ALORS
,	Fw	,
certes	Rg	CERTES
,	Fw	,
alors	Rg	ALORS
.	Fs	.
Mais	Cc	MAIS
que	Pr	QUE
veux	Vvc	VOULOIR
-je	Vvc	-je
entreprendre	Vvn	ENTREPRENDRE
,	Fw	,
Que	Vvc	Que
sert	Vvc	SERVIR
de	S	DE
lui	Pp	IL
parler	Vvn	PARLER
?	Fs	?
Elle	Pp	IL
ne	Rp	NE
peut	Vvc	POUVOIR
m'	Pp	JE
entendre	Vvn	ENTENDRE
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
en	S	EN
vain	Ag	VAIN
que	Cs	QUE
j'	Pp	JE
appelle	Vvc	APPELER
;	Fw	;
un	Dn	UN
semblable	Ag	SEMBLABLE
discours	Nc	DISCOURS
Ne	Ag	Ne
saurait	Vvc	SAURER|SAVOIR
de	S	DE
longtemps	Rg	LONGTEMPS
m'	Pp	JE
apporter	Vvn	APPORTER
du	S+Da	DE+LE
secours	Nc	SECOURS
.	Fs	.
Viens	Vvc	VENIR
donc	Rg	DONC
chère	Ag	CHER
Atalante	Nc	Atalante
,	Fw	,
et	Cc	ET
pour	S	POUR
me	Pp	JE
faire	Vvn	FAIRE
vivre	Vvn	VIVRE
Approuve	Vvc	APPROUVER
le	Da	LE
dessein	Nc	DESSEIN
qu'	Pr	QUE
on	Pp	ON
me	Pp	JE
force	Vvc	FORCER
de	S	DE
suivre	Vvn	SUIVRE
:	Fw	:
Je	Pp	JE
n'	Rp	NE
y	Pp	Y
puis	Vvc	POUVOIR
résister	Vvn	RÉSISTER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
arrêt	Nc	ARRÊT
du	S+Da	DE+LE
sort	Nc	SORT
,	Fw	,
Autrement	Nc	Autrement
mon	Ds	MON
amour	Nc	AMOUR
me	Pp	JE
causera	Vvc	CAUSER
la	Da	LE
mort	Nc	MORT
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
l'	Pp	IL
entends	Vvc	ENTENDRE
venir	Vvn	VENIR
;	Fw	;
c'	Pd	CE
est	Vuc	ÊTRE
à	S	À
tort	Nc	TORT
que	Pr	QUE
j'	Pp	JE
en	Pp	EN
doute	Vvc	DOUTER
,	Fw	,
«	Fw	«
On	Vvc	On
dit	Vvc	DIRE
injustement	Rg	INJUSTEMENT
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
ne	Rp	NE
voit	Vvc	VOIR
goûte	Vvc	GOÛTER
,	Fw	,
Ou	Vvc	Ou
si	Cs	SI
ce	Dd	CE
Dieu	Nc	DIEU
puissant	Ag	PUISSANT
n'	Rp	NE
a	Vuc	AVOIR
jamais	Rg	JAMAIS
eu	Ge	AVOIR
des	S+Da	DE+LE|DE+LES
yeux	Nc	OEIL|YEUX
,	Fw	,
Nous	Vvc	Nous
devons	Vvc	DEVOIR
avouer	Vvn	AVOUER
qu'	Cs	QUE
Argus	Nc	ARGUS
ne	Rp	NE
voit	Vvc	VOIR
pas	Rg	PAS
mieux	Rg	MIEUX
.	Fs	.
»	Fw	»
Allez	Vvc	ALLER
,	Fw	,
elle	Pp	IL
m'	Pp	JE
attend	Vvc	ATTENDRE
,	Fw	,
montrez	Vvc	MONTRER
votre	Ds	VOTRE
prudence	Nc	PRUDENCE
,	Fw	,
Et	Vvc	Et
mettez	Vvc	METTRE
votre	Ds	VOTRE
amour	Nc	AMOUR
en	S	EN
pareille	Ag	PAREIL
évidence	Nc	ÉVIDENCE
.	Fs	.
Vite	Rg	VITE
,	Fw	,
retire	Vvc	RETIRER
-toi	Vvc	-toi
,	Fw	,
j'	Pp	JE
en	Pp	EN
serai	Vuc	ÊTRE
possesseur	Nc	POSSESSEUR
,	Fw	,
Le	Vvc	Le
frère	Ag	FRÈRE
fera	Vvc	FAIRE|FERRER
tout	Pi	TOUT
au	S+Da	À+LE
défaut	Nc	DÉFAUT
de	S	DE
la	Da	LE
sœur	Nc	sœur
.	Fs	.
Retirons-nous	Vvc	Retirons-nous
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
s'	Cs	SI
il	Pp	IL
vous	Pp	VOUS
est	Vuc	ÊTRE
possible	Ag	POSSIBLE
Témoignez	Vvc	Témoignez
moins	Rg	MOINS
d'	S	DE
ardeur	Nc	ARDEUR
,	Fw	,
paraissez	Vvc	PARAÎTRE
moins	Rg	MOINS
sensible	Ag	SENSIBLE
;	Fw	;
Ou	Vvc	Ou
si	Cs	SI
cela	Pd	CELA
vous	Pp	VOUS
fâche	Vvc	FÂCHER
ayez	Vuc	AVOIR
du	Dp	DU
sentiment	Nc	SENTIMENT
Pour	Ag	Pour
soulager	Vvn	SOULAGER
le	Da	LE
mal	Nc	MAL
d'	S	DE
un	Dn	UN
malheureux	Ag	MALHEUREUX
amant	Nc	AMANT
.	Fs	.
Pourvu	Ge	POURVOIR
qu'	Cs	QUE
en	S	EN
un	Dn	UN
moment	Nc	MOMENT
il	Pp	IL
trouve	Vvc	TROUVER
sa	Ds	SON
fortune	Nc	FORTUNE
,	Fw	,
Mon	Nc	Mon
esprit	Nc	ESPRIT
est	Vuc	ÊTRE
content	Ag	CONTENT
si	Cs	SI
rien	Pi	RIEN
ne	Rp	NE
l'	Pp	IL
importune	Vvc	IMPORTUNER
.	Fs	.
Allons	Vvc	ALLER
dedans	Rg	DEDANS
ma	Ds	MON
chambre	Nc	CHAMBRE
,	Fw	,
attendant	Ga	ATTENDRE
son	Ds	SON
retour	Nc	RETOUR
,	Fw	,
Mais	Vvc	Mais
soyons	Vuc	ÊTRE
plus	Rg	PLUS
discrets	Ag	DISCRET
,	Fw	,
et	Cc	ET
faisons	Vvc	FAIRE
mieux	Rg	MIEUX
l'	Da	LE
amour	Nc	AMOUR
.	Fs	.
À	Vvc	À
la	Da	LE
fin	Nc	FIN
je	Pp	JE
vous	Pp	VOUS
tiens	Vvc	TENIR
,	Fw	,
adorable	Ag	ADORABLE
Atalante	Nc	Atalante
,	Fw	,
Vous	Nc	Vous
rendrez	Vvc	RENDRE
à	S	À
ce	Dd	CE
coup	Nc	COUP
mon	Ds	MON
âme	Nc	ÂME
plus	Rg	PLUS
contente	Ag	CONTENT
.	Fs	.
Et	Cc	ET
sans	S	SANS
vous	Pp	VOUS
y	Pp	Y
forcer	Vvn	FORCER
,	Fw	,
je	Pp	JE
veux	Vvc	VOULOIR
que	Cs	QUE
vos	Ds	VOTRE
plaisirs	Nc	PLAISIR
Soient	Vvc	SAVOIR
égaux	Ag	ÉGAL
pour	S	POUR
le	Da	LE
moins	Nc	MOINS
à	S	À
vos	Ds	VOTRE
plus	Rg	PLUS
grands	Ag	GRAND
désirs	Nc	DÉSIR
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
me	Pp	JE
parlez	Vvc	PARLER
point	Rg	POINT
;	Fw	;
quoi	Pr	QUE|QUOI
rien	Pi	RIEN
ne	Rp	NE
me	Pp	JE
console	Vvc	CONSOLER
!	Fs	!
Lorsque	Cs	LORSQUE
je	Pp	JE
perds	Vvc	PERDRE
le	Da	LE
cœur	Nc	cœur
,	Fw	,
perdez	Vvc	PERDRE
-vous	Nc	-vous
la	Da	LE
parole	Nc	PAROLE
?	Fs	?
Ma	Ds	MON
sœur	Nc	sœur
m'	Pp	JE
en	Pp	EN
a	Vuc	AVOIR
donné	Ge	DONNER
.	Fs	.
Quel	Dt	QUEL
refroidissement	Nc	REFROIDISSEMENT
?	Fs	?
Est	Vuc	ÊTRE
-ce	Vvc	-ce
ainsi	Rg	AINSI
comme	Cs	COMME
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
soulager	Vvn	SOULAGER
mon	Ds	MON
tourment	Nc	TOURMENT
?	Fs	?
Du	S+Da	DE+LE
moins	Nc	MOINS
comme	S	COMME
un	Dn	UN
écho	Nc	ÉCHO
répondez	Vvc	RÉPONDRE
à	S	À
ma	Ds	MON
plainte	Nc	PLAINTE
,	Fw	,
Vous	Nc	Vous
troublez	Vvc	TROUBLER
mon	Ds	MON
esprit	Nc	ESPRIT
,	Fw	,
et	Cc	ET
d'	S	DE
amour	Nc	AMOUR
,	Fw	,
et	Cc	ET
de	S	DE
crainte	Nc	CRAINTE
,	Fw	,
Dites	Vvc	DIRE
si	Cs	SI
vous	Pp	VOUS
aimez	Vvc	AIMER
,	Fw	,
ou	Cc	OU
si	Cs	SI
vous	Pp	VOUS
n'	Rp	NE
aimez	Vvc	AIMER
pas	Rg	PAS
,	Fw	,
Donnez	Vvc	DONNER
-moi	Vvc	-moi
d'	S	DE
un	Dn	UN
seul	Ag	SEUL
coup	Nc	COUP
la	Da	LE
vie	Nc	VIE
ou	Cc	OU
le	Da	LE
trépas	Nc	TRÉPAS
.	Fs	.
Ô	Nc	Ô
Ciel	Vvc	Ciel
qu'	Cs	QUE
ai	Vuc	AVOIR
-je	Ge	-je
entrepris	Ge	ENTREPRENDRE
!	Fs	!
Ici	Rg	ICI
tout	Rg	TOUT
m'	Pp	JE
est	Vuc	ÊTRE
contraire	Ag	CONTRAIRE
,	Fw	,
Il	Vvc	Il
croit	Vvc	CROIRE|CROÎTRE
tenir	Vvn	TENIR
la	Da	LE
sœur	Nc	sœur
,	Fw	,
et	Cc	ET
ne	Rp	NE
tient	Vvc	TENIR
que	Rg	QUE
le	Da	LE
frère	Nc	FRÈRE
.	Fs	.
Le	Pp	IL
devrais	Vvc	DEVOIR
-je	Vvc	-je
souffrir	Vvn	SOUFFRIR
plus	Rg	PLUS
longtemps	Rg	LONGTEMPS
en	S	EN
erreur	Nc	ERREUR
,	Fw	,
Que	Vvc	Que
différai	Vvc	DIFFÉRER
-je	Vvn	-je
plus	Rg	PLUS
à	S	À
montrer	Vvn	MONTRER
ma	Ds	MON
fureur	Nc	FUREUR
.	Fs	.
Mainalte	Vvc	Mainalte
sort	Nc	SORT
.	Fs	.
À	Vvc	À
ce	Dd	CE
coup	Nc	COUP
je	Pp	JE
suis	Vuc	ÊTRE
pris	Ge	PRENDRE
,	Fw	,
est	Vuc	ÊTRE
-ce	Vvc	-ce
ainsi	Rg	AINSI
qu'	Cs	QUE
on	Pp	ON
m'	Pp	JE
abuse	Vvc	ABUSER
?	Fs	?
Je	Pp	JE
ne	Rp	NE
voudrais	Vvc	VOULOIR
qu'	Rg	QUE
un	Dn	UN
bien	Nc	BIEN
,	Fw	,
le	Pp	IL
Ciel	Vvc	Ciel
me	Pp	JE
le	Pp	IL
refuse	Vvc	REFUSER
,	Fw	,
Et	Vvc	Et
le	Da	LE
pensant	Ga	PENSER
avoir	Vun	AVOIR
,	Fw	,
la	Da	LE
rigueur	Nc	RIGUEUR
de	S	DE
mon	Ds	MON
sort	Nc	SORT
S'	Ag	S'
obstine	Vvc	OBSTINER
seulement	Rg	SEULEMENT
à	S	À
me	Pp	JE
donner	Vvn	DONNER
la	Da	LE
mort	Nc	MORT
.	Fs	.
Mais	Cc	MAIS
je	Pp	JE
ne	Rp	NE
tiens	Vvc	TENIR
plus	Rg	PLUS
rien	Pi	RIEN
,	Fw	,
ma	Ds	MON
prise	Nc	PRISE
est	Vuc	ÊTRE
échappée	Ge	ÉCHAPPER
,	Fw	,
Que	Vvc	Que
n'	Rp	NE
ai	Vuc	AVOIR
-je	Nc	-je
ci-devant	S	CI-DEVANT
à	S	À
porté	Ge	PORTER
mon	Ds	MON
épée	Nc	ÉPÉE
,	Fw	,
Je	Vvc	Je
m'	Pp	JE
en	Pp	EN
serais	Vuc	ÊTRE
servi	Ge	SERVIR
contre	S	CONTRE
ces	Dd	CE
ennemis	Nc	ENNEMI
,	Fw	,
Qui	Vvc	Qui
troublent	Vvc	TROUBLER
le	Da	LE
repos	Nc	REPOS
que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
m'	Pp	JE
a	Vuc	AVOIR
promis	Ge	PROMETTRE
.	Fs	.
N'	Rp	NE
importe	Vvc	IMPORTER
,	Fw	,
achevons	Vvc	ACHEVER
tout	Pi	TOUT
,	Fw	,
et	Cc	ET
par	S	PAR
expérience	Nc	EXPÉRIENCE
Témoignons	Vvc	Témoignons
notre	Ds	NOTRE
flamme	Nc	FLAMME
et	Cc	ET
notre	Ds	NOTRE
patience	Nc	PATIENCE
.	Fs	.
Endurer	Vvn	ENDURER
cet	Dd	CE
affront	Nc	AFFRONT
;	Fw	;
j'	Pp	JE
aimerais	Vvc	AIMER
mieux	Rg	MIEUX
mourir	Vvn	MOURIR
,	Fw	,
La	Vvc	La
vengeance	Nc	VENGEANCE
est	Vuc	ÊTRE
le	Da	LE
bien	Nc	BIEN
qui	Pr	QUI
me	Pp	JE
peut	Vvc	POUVOIR
secourir	Vvn	SECOURIR
.	Fs	.
Elle	Pp	IL
s'	Pp	SE
attaque	Vvc	ATTAQUER
mal	Rg	MAL
,	Fw	,
sa	Ds	SON
folie	Nc	FOLIE
est	Vuc	ÊTRE
extrême	Ag	EXTRÊME
,	Fw	,
Croire	Nc	CROIRE
ainsi	Rg	AINSI
me	Pp	JE
tromper	Vvn	TROMPER
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
se	Pp	IL
tromper	Vvn	TROMPER
soi	Pp	IL
-même	Vvc	-même
.	Fs	.
Sa	Ds	SON
ruse	Nc	RUSE
est	Vuc	ÊTRE
découverte	Ge	DÉCOUVRIR
,	Fw	,
et	Cc	ET
je	Pp	JE
ne	Rp	NE
pense	Vvc	PENSER
pas	Rg	PAS
Qu'	Nc	Qu'
elle	Pp	IL
ait	Vuc	AVOIR
à	S	À
l'	Da	LE
avenir	Nc	AVENIR
de	S	DE
si	Rg	SI
puissants	Ag	PUISSANT
appas	Nc	APPAS
.	Fs	.
Mon	Ds	MON
esprit	Nc	ESPRIT
abusé	Ge	ABUSER
commence	Vvc	COMMENCER
à	S	À
la	Pp	IL
connaître	Vvn	CONNAÎTRE
,	Fw	,
Et	Vvc	Et
par	S	PAR
là	Rg	LÀ
son	Ds	SON
amour	Nc	AMOUR
se	Pp	IL
fait	Vvc	FAIRE
assez	Rg	ASSEZ
paraître	Vvn	PARAÎTRE
.	Fs	.
Il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
Polydas	Vvc	Polydas
la	Da	LE
caresse	Nc	CARESSE
en	S	EN
secret	Nc	SECRET
,	Fw	,
Mais	Vvc	Mais
