Ah	I	AH
enfants	Nc	ENFANT
.	Fs	.
Oh	I	OH
non	Rg	NON
,	Fw	,
les	Da	LE
Républiques	Nc	Républiques
sont	Vuc	ÊTRE
trop	Rg	TROP
couronnées	Ge	COURONNER
.	Fs	.
Je	Pp	JE
voudrais	Vvc	VOULOIR
quelque	Di	QUELQUE
chose	Nc	CHOSE
,	Fw	,
là	Rg	LÀ
,	Fw	,
qui	Pr	QUI
vînt	Vvc	VENIR
comme	S	COMME
un	Dn	UN
champignon	Nc	CHAMPIGNON
.	Fs	.
Si	Rg	SI
à	S	À
Paris	Vvc	Paris
tous	Di	TOUT
les	Da	LE
nobles	Ag	NOBLE
semés	Ge	SEMER
sur	S	SUR
couche	Nc	COUCHE
poussaient	Vvc	POUSSER
chacun	Pi	CHACUN
une	Dn	UN
branche	Nc	BRANCHE|BRANCHÉ
verte	Ag	VERT
,	Fw	,
on	Pp	ON
irait	Vvc	ALLER
à	S	À
l'	Da	LE
ombre	Nc	OMBRE
dans	S	DANS
les	Da	LE
rues	Nc	RUE
comme	Cs	COMME
dans	S	DANS
le	Da	LE
bois	Nc	BOIS
de	S	DE
Boulogne	Nc	Boulogne
.	Fs	.
Vous	Pp	VOUS
voudriez	Vvc	VOULOIR
apparemment	Rg	APPAREMMENT
quelque	Di	QUELQUE
Noblesse	Nc	NOBLESSE
secrète	Ag	SECRET
,	Fw	,
dont	Pr	DONT
on	Pp	ON
n'	Rp	NE
eût	Vuc	AVOIR
point	Rg	POINT
entendu	Ge	ENTENDRE
parler	Vvn	PARLER
,	Fw	,
afin	S	AFIN
qu'	Cs	QUE
elle	Pp	IL
fût	Vuc	ÊTRE
à	S	À
couvert	Ge	COUVRIR
de	S	DE
la	Da	LE
chronique	Ag	CHRONIQUE
médisante	Nc	MÉDISANT
de	S	DE
Pasquin	Nc	PASQUIN
et	Cc	ET
de	S	DE
Marforio	Nc	Marforio
?	Fs	?
Voilà	Vvc	Voilà
mon	Ds	MON
affaire	Nc	AFFAIRE|AFFAIRÉ
.	Fs	.
Entrez	Vvc	ENTRER
dans	S	DANS
ma	Ds	MON
Manufacture	Nc	MANUFACTURE
.	Fs	.
Je	Pp	JE
m'	Pp	JE
en	Pp	EN
vais	Vvc	ALLER
vous	Pp	VOUS
faire	Vvn	FAIRE
voir	Vvn	VOIR
tous	Di	TOUT
les	Da	LE
Ancêtres	Nc	Ancêtres
de	S	DE
votre	Ds	VOTRE
Gendre	Nc	GENDRE
futur	Ag	FUTUR
.	Fs	.
On	Pp	ON
ouvre	Vvc	OUVRER|OUVRIR
,	Fw	,
et	Cc	ET
on	Pp	ON
voit	Vvc	VOIR
un	Dn	UN
Arbre	Nc	ARBRE
généalogique	Ag	GÉNÉALOGIQUE
chargé	Ge	CHARGER
de	S	DE
plusieurs	Di	PLUSIEURS
Médailles	Nc	Médailles
qui	Pr	QUI
représentent	Vvc	REPRÉSENTER
des	Dn	UN
Héros	Nc	Héros
.	Fs	.
Dans	S	DANS
cet	Dd	CE
Arbre	Nc	ARBRE
chargé	Ge	CHARGER
d'	S	DE
une	Dn	UN
noble	Ag	NOBLE
chimère	Nc	CHIMÈRE
,	Fw	,
Pourquoi	Vvc	Pourquoi
veux	Vvc	VOULOIR
-tu	Vvc	-tu
fonder	Vvn	FONDER
ton	Ds	TON
fabuleux	Ag	FABULEUX
destin	Nc	DESTIN
Sur	Nc	Sur
un	Dn	UN
père	Nc	PÈRE
incertain	Ag	INCERTAIN
,	Fw	,
Sans	Vvc	Sans
avoir	Vun	AVOIR
égard	Nc	ÉGARD
à	S	À
la	Da	LE
mère	Nc	MÈRE
?	Fs	?
On	Pp	ON
connaît	Vvc	CONNAÎTRE
mieux	Rg	MIEUX
ce	Pd	CE
que	Pr	QUE
l'	Pp	IL
Arbre	Vvc	Arbre
produit	Ge	PRODUIRE
Par	Nc	PAR
la	Da	LE
branche	Nc	BRANCHE|BRANCHÉ
femelle	Ag	FEMELLE
,	Fw	,
Puisque	Vvc	Puisque
c'	Pd	CE
est	Vuc	ÊTRE
elle	Pp	IL
Qui	Vvc	Qui
porte	Vvc	PORTER
le	Da	LE
fruit	Nc	FRUIT
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
voyez	Vvc	VOIR
là	Rg	LÀ
que	Cs	QUE
l'	Da	LE
écorce	Nc	ÉCORCE
de	S	DE
cette	Dd	CE
Généalogie	Nc	Généalogie
,	Fw	,
je	Pp	JE
vais	Vvc	ALLER
vous	Pp	VOUS
en	S	EN
faire	Vvn	FAIRE
pénétrer	Vvn	PÉNÉTRER
le	Da	LE
fond	Nc	FOND
.	Fs	.
Les	Da	LE
Médailles	Nc	Médailles
changent	Vvc	CHANGER
et	Cc	ET
représentent	Vvc	REPRÉSENTER
des	Dn	UN
artisans	Nc	ARTISAN
.	Fs	.
Vous	Pp	VOUS
voyez	Vvc	VOIR
cela	Pd	CELA
?	Fs	?
La	Da	LE
souche	Nc	SOUCHE
de	S	DE
tous	Di	TOUT
ces	Dd	CE
gens	Nc	GENS|GENT
-là	Vvc	-là
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
Pêcheur	Nc	Pêcheur
de	S	DE
harengs	Nc	HARENG
.	Fs	.
Ce	Dd	CE
pêcheur	Nc	PÊCHEUR
honnête	Ag	HONNÊTE
homme	Nc	HOMME
,	Fw	,
et	Cc	ET
sans	S	SANS
aucun	Di	AUCUN
talent	Nc	TALENT
,	Fw	,
Eut	Vvc	Eut
un	Dn	UN
fils	Nc	FIL|FILS
vertueux	Ag	VERTUEUX
,	Fw	,
mais	Cc	MAIS
sans	S	SANS
maille	Nc	MAILLE
ni	Cc	NI
double	Ag	DOUBLE
;	Fw	;
Ce	Vvc	Ce
fils	Nc	FIL|FILS
eût	Vuc	AVOIR
été	Ge	ÊTRE
riche	Ag	RICHE
et	Cc	ET
noble	Ag	NOBLE
à	S	À
l'	Da	LE
avenant	Nc	AVENANT
,	Fw	,
Si	Vvc	Si
son	Ds	SON
père	Nc	PÈRE
eût	Vuc	AVOIR
eu	Ge	AVOIR
l'	Da	LE
art	Nc	ART
de	S	DE
pêcher	Vvn	PÊCHER
en	S	EN
eau	Nc	EAU
trouble	Ag	TROUBLE
.	Fs	.
Tenez	Vvc	TENIR
voilà	S	VOILÀ
Monsieur	Nc	MONSIEUR
de	S	DE
l'	Da	LE
Escarpin	Nc	ESCARPIN
,	Fw	,
Maître	Nc	Maître
à	S	À
Danser	Nc	DANSER
.	Fs	.
Monsieur	Nc	MONSIEUR
de	S	DE
l'	Da	LE
Escarpin	Nc	ESCARPIN
Trépassa	Vvc	Trépassa
de	S	DE
chagrin	Ag	CHAGRIN
Sur	Nc	Sur
sa	Ds	SON
trentième	Mo	3
année	Nc	ANNÉE
,	Fw	,
Pour	Vvc	Pour
avoir	Vun	AVOIR
été	Ge	ÊTRE
mal	Rg	MAL
payé	Ge	PAYER
D'	Nc	D'
une	Dn	UN
écolière	Nc	ÉCOLIER
surannée	Ag	SURANNÉ
.	Fs	.
Il	Pp	IL
ne	Rp	NE
fut	Vuc	ÊTRE
jamais	Rg	JAMAIS
marié	Ge	MARIER
,	Fw	,
Et	Vvc	Et
s'	Cs	SI
il	Pp	IL
ne	Rp	NE
laissa	Vvc	LAISSER
pas	Rg	PAS
d'	S	DE
avoir	Vun	AVOIR
grande	Ag	GRAND
lignée	Nc	LIGNÉE
.	Fs	.
À	Vvc	À
côté	Nc	CÔTÉ
c'	Pd	CE
est	Vuc	ÊTRE
Monsieur	Ag	Monsieur
de	S	DE
Machefer	Nc	MÂCHEFER
,	Fw	,
Forgeron	Nc	FORGERON
.	Fs	.
Ce	Dd	CE
Forgeron	Nc	FORGERON
borgne	Ag	BORGNE
et	Cc	ET
vilain	Ag	VILAIN
D'	Nc	D'
un	Dn	UN
cyclope	Nc	CYCLOPE
voulait	Vvc	VOULOIR
tirer	Vvn	TIRER
son	Ds	SON
parentage	Nc	parentage
,	Fw	,
Mais	Vvc	Mais
sa	Ds	SON
femme	Nc	FEMME
croyant	Ga	CROIRE
l'	Da	LE
illustrer	Vvn	ILLUSTRER
davantage	Rg	DAVANTAGE
,	Fw	,
Le	Vvc	Le
fit	Vvc	FAIRE
descendre	Vvn	DESCENDRE
de	S	DE
Vulcain	Nc	VULCAIN
.	Fs	.
Celui	Pd	CELUI
que	Pr	QUE
vous	Pp	VOUS
voyez	Vvc	VOIR
plus	Rg	PLUS
bas	Rg	BAS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
Monsieur	Nc	MONSIEUR
Rafle	Vvc	RAFLER
Procureur	Nc	PROCUREUR
.	Fs	.
Ce	Dd	CE
Doyen	Nc	DOYEN
à	S	À
quatre-vingt	Nc	QUATRE-VINGT
ans	Nc	AN
Voulut	Vvc	VOULOIR
tâter	Vvn	TÂTER
du	S+Da	DE+LE
mariage	Nc	MARIAGE
;	Fw	;
L'	Vvc	L'
Histoire	Ag	Histoire
nous	Pp	NOUS
apprend	Vvc	APPRENDRE
que	Cs	QUE
sa	Ds	SON
femme	Nc	FEMME
fut	Vuc	ÊTRE
sage	Ag	SAGE
,	Fw	,
Cependant	Ga	Cependant
il	Pp	IL
eut	Vuc	AVOIR
quatre	Nc	QUATRE
enfants	Nc	ENFANT
,	Fw	,
Qui	Vvc	Qui
n'	Rp	NE
étaient	Vuc	ÊTRE
presque	Rg	PRESQUE
pas	Rg	PAS
parents	Nc	PARENT
.	Fs	.
Voilà	Vvc	Voilà
Monsieur	Nc	MONSIEUR
du	S+Da	DE+LE
Meurtre	Nc	MEURTRE
,	Fw	,
Médecin	Nc	Médecin
.	Fs	.
Ce	Dd	CE
Docteur	Nc	DOCTEUR
qui	Pr	QUI
savait	Vvc	SAVOIR
l'	Da	LE
art	Nc	ART
de	S	DE
donner	Vvn	DONNER
la	Da	LE
mort	Nc	MORT
,	Fw	,
D'	Vvc	D'
engendrer	Vvn	ENGENDRER
des	Dn	UN
enfants	Nc	ENFANT
n'	Rp	NE
eut	Vuc	AVOIR
pas	Rg	PAS
la	Da	LE
moindre	Ag	MOINDRE
envie	Nc	ENVIE
,	Fw	,
Ne	Vvc	Ne
croyant	Ga	CROIRE
pas	Rg	PAS
qu'	Cs	QUE
il	Pp	IL
fût	Vuc	ÊTRE
de	S	DE
son	Ds	SON
ressort	Nc	RESSORT
De	Vvc	De
donner	Vvn	DONNER
à	S	À
quelqu'un	Pi	QUELQU'UN
la	Da	LE
vie	Nc	VIE
.	Fs	.
Mais	Cc	MAIS
Monsieur	Nc	MONSIEUR
,	Fw	,
qui	Pr	QUI
est	Vuc	ÊTRE
ce	Dd	CE
visage	Nc	VISAGE
efféminé	Ge	EFFÉMINER
tout	Pi	TOUT
au	S+Da	À+LE
milieu	Nc	MILIEU
?	Fs	?
C'	Pd	CE
est	Vuc	ÊTRE
un	Dn	UN
musicien	Ag	MUSICIEN
italien	Nc	ITALIEN
à	S	À
voix	Nc	VOIX
claire	Ag	CLAIR
.	Fs	.
Or	Cc	OR
vous	Pp	VOUS
savez	Vvc	SAVOIR
que	Cs	QUE
les	Da	LE
musiciens	Ag	MUSICIEN
italiens	Nc	ITALIEN
à	S	À
voix	Nc	VOIX
claire	Ag	CLAIR
sont	Vuc	ÊTRE
l'	Da	LE
écueil	Nc	ÉCUEIL
des	S+Da	DE+LE|DE+LES
généalogies	Nc	GÉNÉALOGIE
.	Fs	.
Je	Pp	JE
vais	Vvc	ALLER
le	Pp	IL
faire	Vvn	FAIRE
avancer	Vvn	AVANCER
,	Fw	,
et	Cc	ET
il	Pp	IL
vous	Pp	VOUS
chantera	Vvc	CHANTER
sa	Ds	SON
Généalogie	Nc	Généalogie
lui	Pp	IL
-même	Vvc	-même
.	Fs	.
Mon	Ds	MON
père	Nc	PÈRE
était	Vuc	ÊTRE
fils	Nc	FIL|FILS
D'	Nc	D'
un	Dn	UN
père	Nc	PÈRE
qui	Pr	QUI
fut	Vuc	ÊTRE
fils	Nc	FIL|FILS
D'	Nc	D'
un	Dn	UN
père	Nc	PÈRE
,	Fw	,
Qui	Vvc	Qui
fut	Vuc	ÊTRE
tant	Rg	TANT
ingrat	Ag	INGRAT
,	Fw	,
Qu'	Vvc	Qu'
il	Pp	IL
ne	Rp	NE
voulut	Vvc	VOULOIR
pas	Rg	PAS
être	Vun	ÊTRE
père	Nc	PÈRE
Par	Nc	PAR
un	Dn	UN
Contrat	Nc	CONTRAT
.	Fs	.
Ma	Ds	MON
mère	Nc	MÈRE
était	Vuc	ÊTRE
fille	Nc	FILLE
De	Vvc	De
la	Da	LE
fille	Nc	FILLE
d'	S	DE
une	Dn	UN
fille	Nc	FILLE
,	Fw	,
Qui	Vvc	Qui
chérissait	Vvc	CHÉRIR
si	Rg	SI
fort	Rg	FORT
L'	Ag	L'
honneur	Nc	HONNEUR
d'	S	DE
être	Vun	ÊTRE
fille	Nc	FILLE
Qu'	Vvc	Qu'
elle	Pp	IL
fut	Vuc	ÊTRE
fille	Nc	FILLE
Jusqu'	Vvc	Jusqu'
à	S	À
la	Da	LE
mort	Nc	MORT
.	Fs	.
Vous	Pp	VOUS
passez	Vvc	PASSER
pour	S	POUR
gens	Nc	GENS|GENT
si	Rg	SI
fins	Ag	FIN
et	Cc	ET
si	Rg	SI
connaisseurs	Nc	CONNAISSEUR
,	Fw	,
qu'	Cs	QUE
on	Pp	ON
peut	Vvc	POUVOIR
se	Pp	IL
croire	Vvn	CROIRE
sans	S	SANS
défauts	Nc	DÉFAUT
,	Fw	,
quand	Cs	QUAND
on	Pp	ON
a	Vuc	AVOIR
échappé	Ge	ÉCHAPPER
aux	S+Da	À+LES
traits	Nc	TRAIT|TRAITS
de	S	DE
votre	Ds	VOTRE
satire	Nc	SATIRE
.	Fs	.
J'	Pp	JE
ai	Vuc	AVOIR
eu	Ge	AVOIR
jusqu'	S	JUSQUE
à	S	À
présent	Nc	PRÉSENT
tant	Rg	TANT
d'	S	DE
aversion	Nc	AVERSION
pour	S	POUR
les	Da	LE
hommes	Nc	HOMME
,	Fw	,
que	Cs	QUE
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
pu	Ge	POUVOIR
me	Pp	JE
résoudre	Vvn	RÉSOUDRE
à	S	À
épouser	Vvn	ÉPOUSER
un	Dn	UN
gentilhomme	Nc	GENTILHOMME
que	Cs	QUE
mon	Ds	MON
père	Nc	PÈRE
m'	Pp	JE
a	Vuc	AVOIR
proposé	Ge	PROPOSER
.	Fs	.
C'est-à-dire	Nc	C'est-à-dire
que	Pr	QUE
vous	Pp	VOUS
êtes	Vuc	ÊTRE
encore	Rg	ENCORE
fille	Nc	FILLE
?	Fs	?
Tant	Rg	TANT
pis	Nc	PIS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
le	Da	LE
plus	Rg	PLUS
méchant	Ag	MÉCHANT
métier	Nc	MÉTIER
qu'	Pr	QUE
on	Pp	ON
puisse	Vvc	POUVOIR
faire	Vvn	FAIRE
à	S	À
votre	Ds	VOTRE
âge	Nc	ÂGE
.	Fs	.
La	Da	LE
moitié	Nc	MOITIÉ
tout	Pi	TOUT
au	S+Da	À+LE
moins	Nc	MOINS
des	S+Da	DE+LE|DE+LES
filles	Nc	FILLE
de	S	DE
nos	Ds	NOTRE
jours	Nc	JOUR|JOURS
,	Fw	,
Sont	Vvc	Sont
des	Dn	UN
espèces	Nc	ESPÈCE
altérées	Ge	ALTÉRER
,	Fw	,
Qui	Vvc	Qui
ne	Rp	NE
laissent	Vvc	LAISSER
pas	Rg	PAS
d'	S	DE
avoir	Vun	AVOIR
cours	Nc	COUR|COURS|COURT
,	Fw	,
Quoiqu'elles	Nc	Quoiqu'elles
soient	Vuc	ÊTRE
souvent	Rg	SOUVENT
rognées	Ge	ROGNER
.	Fs	.
Il	Pp	IL
y	Pp	Y
a	Vuc	AVOIR
bien	Rg	BIEN
de	S	DE
cette	Dd	CE
fausse	Ag	FAUX
monnaie	Nc	MONNAIE
-là	Vvc	-là
,	Fw	,
qu'	Cs	QUE
on	Pp	ON
donne	Vvc	DONNER
en	S	EN
mariage	Nc	MARIAGE
pour	S	POUR
de	Dn	UN
bon	Ag	BON
argent	Nc	ARGENT
comptant	Ga	COMPTER
.	Fs	.
Vous	Pp	VOUS
êtes	Vuc	ÊTRE
si	Rg	SI
éclairés	Ge	ÉCLAIRER
,	Fw	,
vous	Pp	VOUS
avez	Vuc	AVOIR
tant	Rg	TANT
d'	S	DE
esprit	Nc	ESPRIT
,	Fw	,
et	Cc	ET
vous	Pp	VOUS
dites	Vvc	DIRE
les	Da	LE
choses	Nc	CHOSE
si	Rg	SI
galamment	Rg	GALAMMENT
...	Fs	...
Ah	Vvc	Ah
Madame	Nc	MADAME
!	Fs	!
Vous	Pp	VOUS
me	Pp	JE
confusez	Vvc	confusez
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
vermillonnez	Vvc	VERMILLONNER
les	Da	LE
joues	Nc	JOUE
,	Fw	,
vous	Pp	VOUS
me	Pp	JE
mettez	Vvc	METTRE
de	S	DE
la	Da	LE
litière	Nc	LITIÈRE
jusqu'	S	JUSQUE
au	S+Da	À+LE
ventre	Nc	VENTRE
.	Fs	.
Enseignez	Nc	ENSEIGNÉ
-moi	Vvc	-moi
de	S	DE
grâce	Nc	GRÂCE
le	Da	LE
secret	Nc	SECRET
de	S	DE
plaire	Vvn	PLAIRE
et	Cc	ET
de	S	DE
paraître	Vvn	PARAÎTRE
aimable	Ag	AIMABLE
.	Fs	.
Fi	Rg	FI
donc	Rg	DONC
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
pas	Rg	PAS
Découvrir	Vvn	Découvrir
le	Da	LE
secret	Nc	SECRET
qui	Pr	QUI
sonne	Vvc	SONNER
des	Dn	UN
appas	Nc	APPAS
,	Fw	,
Il	Vvc	Il
vous	Pp	VOUS
ferait	Vvc	FAIRE|FERRER
ma	Ds	MON
foi	Nc	FOI
trop	Rg	TROP
rire	Vvn	RIRE
.	Fs	.
Cependant	Rg	CEPENDANT
je	Pp	JE
veux	Vvc	VOULOIR
bien	Rg	BIEN
vous	Pp	VOUS
le	Pp	IL
dire	Vvn	DIRE
tout	Di	TOUT
bas	Ag	BAS
!	Fs	!
Pour	S	POUR
plaire	Vvn	PLAIRE
il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
jamais	Rg	JAMAIS
dire	Vvn	DIRE
:	Fw	:
Fi	Rg	FI
donc	Rg	DONC
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
pas	Rg	PAS
.	Fs	.
En	S	EN
effet	Nc	EFFET
la	Da	LE
coquetterie	Nc	COQUETTERIE
pour	S	POUR
plaire	Vvn	PLAIRE
est	Vuc	ÊTRE
plus	Rg	PLUS
utile	Ag	UTILE
que	Cs	QUE
la	Da	LE
beauté	Nc	BEAUTÉ
,	Fw	,
et	Cc	ET
je	Pp	JE
vous	Pp	VOUS
le	Pp	IL
prouve	Vvc	PROUVER
.	Fs	.
Il	Pp	IL
chante	Vvc	CHANTER
.	Fs	.
Mère	Vvc	Mère
dont	Pr	DONT
la	Da	LE
fille	Nc	FILLE
est	Vuc	ÊTRE
jeunette	Nc	JEUNET
,	Fw	,
Et	Vvc	Et
qui	Pr	QUI
veut	Vvc	VOULOIR
la	Da	LE
landerira	Nc	landerira
,	Fw	,
Qui	Vvc	Qui
veut	Vvc	VOULOIR
voir	Vvn	VOIR
sa	Ds	SON
fortune	Nc	FORTUNE
faite	Ge	FAIRE
,	Fw	,
Dont	Vvc	Dont
un	Dn	UN
peu	Rg	PEU
la	Pp	IL
,	Fw	,
landerirette	Nc	landerirette
,	Fw	,
Dont	Vvc	Dont
un	Dn	UN
peu	Rg	PEU
la	Pp	IL
,	Fw	,
landerira	Vvc	landerira
,	Fw	,
Doit	Vvc	DEVOIR
un	Dn	UN
peu	Rg	PEU
la	Pp	IL
rendre	Vvn	RENDRE
coquette	Ag	COQUET
:	Fw	:
Car	Cc	CAR
avec	S	AVEC
la	Pp	IL
,	Fw	,
landerira	Vvc	landerira
,	Fw	,
Avec	Vvc	Avec
la	Da	LE
vertu	Nc	VERTU
la	Da	LE
plus	Rg	PLUS
nette	Ag	NET
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
de	S	DE
la	Pp	IL
,	Fw	,
landerirette	Nc	landerirette
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
de	S	DE
la	Pp	IL
,	Fw	,
landerira	Vvc	landerira
,	Fw	,
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
de	S	DE
l'	Da	LE
attrappe-minette	Nc	attrappe-minette
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
de	S	DE
cela	Pd	CELA
,	Fw	,
landerira	Vvc	landerira
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
doit	Vvc	DEVOIR
instruire	Vvn	INSTRUIRE
la	Da	LE
fillette	Nc	FILLETTE
,	Fw	,
Pour	Nc	POUR
prendre	Vvn	PRENDRE
la	Da	LE
,	Fw	,
landerirette	Nc	landerirette
,	Fw	,
Pour	Nc	POUR
prendre	Vvn	PRENDRE
la	Da	LE
,	Fw	,
landerira	Vvc	landerira
,	Fw	,
Pour	Nc	POUR
l'	Da	LE
Amant	Nc	AMANT
qui	Pr	QUI
la	Da	LE
guette	Nc	GUETTE
,	Fw	,
Et	Vvc	Et
voudrait	Vvc	VOULOIR
la	Pp	IL
,	Fw	,
landerira	Vvc	landerira
,	Fw	,
Voici	I	VOICI
ma	Ds	MON
langue	Nc	LANGUE
un	Dn	UN
peu	Rg	PEU
trop	Rg	TROP
caquette	Vvc	CAQUETER
,	Fw	,
Finissons	Vvc	FINIR
,	Fw	,
la	Da	LE
landerirette	Nc	landerirette
,	Fw	,
Finissons	Vvc	FINIR
,	Fw	,
la	Da	LE
landerira	Nc	landerira
.	Fs	.
Et	Cc	ET
bien	Rg	BIEN
,	Fw	,
s'	Cs	SI
il	Pp	IL
ne	Rp	NE
faut	Vvc	FAILLIR|FALLOIR
que	Rg	QUE
de	S	DE
la	Da	LE
coquetterie	Nc	COQUETTERIE
pour	S	POUR
plaire	Vvn	PLAIRE
,	Fw	,
je	Pp	JE
deviendrai	Vvc	DEVENIR
coquette	Ag	COQUET
.	Fs	.
Oh	I	OH
oui	Rg	OUI
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
un	Dn	UN
peu	Rg	PEU
de	S	DE
landerira	Nc	landerira
.	Fs	.
Mais	Cc	MAIS
de	S	DE
grâce	Nc	GRÂCE
dites	Vvc	DIRE
-moi	Vvc	-moi
comment	Rt	COMMENT
vous	Pp	VOUS
me	Pp	JE
trouvez	Vvc	TROUVER
?	Fs	?
Nous	Pp	NOUS
ne	Rp	NE
saurions	Vvc	SAURER|SAVOIR
vous	Pp	VOUS
rien	Pi	RIEN
dire	Vvn	DIRE
là-dessus	Rg	LÀ-DESSUS
,	Fw	,
mais	Cc	MAIS
nous	Pp	NOUS
allons	Vvc	ALLER
vous	Pp	VOUS
montrer	Vvn	MONTRER
des	Dn	UN
glaces	Nc	GLACE|GLACÉ
qui	Pr	QUI
ne	Rp	NE
flattent	Vvc	FLATTER
point	Rg	POINT
.	Fs	.
Holà	Vvc	Holà
,	Fw	,
ho	Nc	ho
,	Fw	,
qu'	Cs	QUE
on	Pp	ON
apporte	Vvc	APPORTER
un	Dn	UN
miroir	Nc	MIROIR
.	Fs	.
On	Pp	ON
apporte	Vvc	APPORTER
un	Dn	UN
grand	Ag	GRAND
Miroir	Nc	MIROIR
,	Fw	,
Angélique	Vvc	Angélique
s'	Cs	SI
y	Pp	Y
voit	Vvc	VOIR
fort	Rg	FORT
laide	Ag	LAID
,	Fw	,
et	Cc	ET
s'	Pp	SE
en	Pp	EN
va	Vvc	ALLER
toute	Rg	TOUTE
fâchée	Ge	FÂCHER
.	Fs	.
Monsieur	Nc	MONSIEUR
réjouissez	Vvc	RÉJOUIR
-vous	Nc	-vous
,	Fw	,
vous	Pp	VOUS
n'	Rp	NE
aviez	Vuc	AVOIR
qu'	Rg	QUE
une	Dn	UN
fille	Nc	FILLE
folle	Ag	FOU
;	Fw	;
à	S	À
présent	Nc	PRÉSENT
vous	Pp	VOUS
avez	Vuc	AVOIR
deux	Nc	DEUX
filles	Nc	FILLE
et	Cc	ET
une	Dn	UN
nièce	Nc	NIÈCE
qui	Pr	QUI
ont	Vuc	AVOIR
perdu	Ge	PERDRE
l'	Da	LE
esprit	Nc	ESPRIT
.	Fs	.
Cela	Pd	CELA
fera	Vvc	FAIRE|FERRER
bien	Rg	BIEN
la	Da	LE
symétrie	Nc	SYMÉTRIE
avec	S	AVEC
vous	Pp	VOUS
.	Fs	.
Comment	Pt	COMMENT
donc	Rg	DONC
,	Fw	,
ma	Ds	MON
nièce	Nc	NIÈCE
est	Vuc	ÊTRE
devenue	Ge	DEVENIR
folle	Ag	FOU
?	Fs	?
Oui	Rg	OUI
,	Fw	,
Monsieur	Nc	MONSIEUR
,	Fw	,
elle	Pp	IL
cherche	Vvc	CHERCHER
partout	Rg	PARTOUT
un	Dn	UN
certain	Ag	CERTAIN
Pasquin	Nc	PASQUIN
,	Fw	,
qui	Pr	QUI
a	Vuc	AVOIR
découvert	Ge	DÉCOUVRIR
ses	Ds	SON
fredaines	Nc	FREDAINE
.	Fs	.
C'	Pd	CE
est	Vuc	ÊTRE
la	Da	LE
plus	Rg	PLUS
drôle	Ag	DRÔLE
de	S	DE
chose	Nc	CHOSE
du	S+Da	DE+LE
monde	Nc	MONDE
.	Fs	.
Elle	Pp	IL
se	Pp	IL
jette	Vvc	JETER
à	S	À
son	Ds	SON
cou	Nc	COU
d'	S	DE
un	Dn	UN
air	Nc	AIR
...	Fs	...
et	Cc	ET
lui	Pp	IL
dit	Vvc	DIRE
des	Dn	UN
douceurs	Nc	DOUCEUR
,	Fw	,
et	Cc	ET
puis	Cs	PUIS
tout	Pi	TOUT
d'	S	DE
un	Dn	UN
coup	Nc	COUP
elle	Pp	IL
prend	Vvc	PRENDRE
le	Da	LE
grand	Ag	GRAND
couteau	Nc	COUTEAU
de	S	DE
Cuisine	Vvc	CUISINER
pour	S	POUR
le	Pp	IL
poignarder	Vvn	POIGNARDER
;	Fw	;
quand	Cs	QUAND
elle	Pp	IL
est	Vuc	ÊTRE
dans	S	DANS
le	Da	LE
poignardement	Nc	poignardement
,	Fw	,
elle	Pp	IL
prend	Vvc	PRENDRE
votre	Ds	VOTRE
Robe	Nc	ROBE
rouge	Ag	ROUGE
de	S	DE
Médecin	Nc	Médecin
pour	S	POUR
le	Pp	IL
faire	Vvn	FAIRE
mourir	Vvn	MOURIR
plus	Rg	PLUS
vite	Rg	VITE
;	Fw	;
en	S	EN
prenant	Ga	PRENDRE
votre	Ds	VOTRE
Robe	Nc	ROBE
de	S	DE
Médecin	Nc	Médecin
rouge	Ag	ROUGE
,	Fw	,
elle	Pp	IL
a	Vuc	AVOIR
trouvé	Ge	TROUVER
trois	Vvc	TRAIRE
mots	Nc	MOT|MOTS
de	S	DE
Latin	Vvc	Latin
dans	S	DANS
la	Da	LE
doublure	Nc	DOUBLURE
,	Fw	,
et	Cc	ET
elle	Pp	IL
en	Pp	EN
a	Vuc	AVOIR
fait	Ge	FAIRE
un	Dn	UN
Rondeau	Nc	RONDEAU
.	Fs	.
Comment	Pt	COMMENT
ferai	Vvc	FAIRE|FERRER
-je	Vvn	-je
donc	Rg	DONC
?	Fs	?
Et	Cc	ET
que	Pr	QUE
n'	Rp	NE
allez	Vvc	ALLER
-vous	Nc	-vous
consulter	Vvn	CONSULTER
Pasquin	Nc	PASQUIN
et	Cc	ET
